Unnamed: 0,Date,User,Tweet,Location,ppt
944,2023-03-19 08:30:03+00:00,iniakul90403851,"Masuk ke tahun 1991-1993 lalu, Prabowo Subianto
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['masuk', 'tahun', '1991-1993', 'lalu', 'prabowo', 'subianto', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
945,2023-03-19 08:30:03+00:00,cikilokidog,"RT @AdrianaDaneen: JoMan Kini Dukung Prabowo Subianto, Hasto PDIP Singgung 'Pagi Kedelai Sore Tempe' - detikNews https://t.co/MvsWRIZ9jH #P…","Kota Bandung, Jawa Barat","['rt', 'adrianadaneen', 'joman', 'kini', 'dukung', 'prabowo', 'subianto', 'hasto', 'pdip', 'singgung', 'pagi', 'kedelai', 'sore', 'tempe', '-', 'detiknews', 'https', 't', 'co', 'mvswriz9jh', 'p']"
946,2023-03-19 08:30:03+00:00,tangkulara,"Pilpres 2024 Mendatang, Survei Prabowo di atas Kandidat Lain https://t.co/CoAjVNT7pf",,"['pilpres', '2024', 'datang', 'survei', 'prabowo', 'atas', 'kandidat', 'lain', 'https', 't', 'co', 'coajvnt7pf']"
947,2023-03-19 08:30:02+00:00,iniakul90403851,"Pada 1985-1987, Prabowo Subianto menjabat sebagai Wakil Komandan Batalyon Infanteri Lintas Utara
#PrestasiPrabowo… https://t.co/inBzhLDlld",,"['pada', '1985-1987', 'prabowo', 'subianto', 'jabat', 'wakil', 'komandan', 'batalyon', 'infanteri', 'lintas', 'utara', 'prestasiprabowo', 'https', 't', 'co', 'inbzhldlld']"
948,2023-03-19 08:30:01+00:00,iniakul90403851,"Prabowo Subianto menduduki sejumlah jabatan penting.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['prabowo', 'subianto', 'duduk', 'jumlah', 'jabat', 'penting', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
949,2023-03-19 08:30:00+00:00,iniakul90403851,"Karir Prabowo Subianto juga sangat mentereng di tengah jajaran Angkatan Darat.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['karir', 'prabowo', 'subianto', 'sangat', 'mentereng', 'tengah', 'jajar', 'angkat', 'darat', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
950,2023-03-19 08:29:59+00:00,iniakul90403851,". Menduduki Jabatan Penting Sebelum Lengser
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['duduk', 'jabat', 'penting', 'belum', 'lengser', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
951,2023-03-19 08:29:58+00:00,iniakul90403851,"Perjalanan tersebut melewati lintasan panjang di jalur selatan Nepal.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['jalan', 'sebut', 'lewat', 'lintas', 'panjang', 'jalur', 'selatan', 'nepal', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
952,2023-03-19 08:29:57+00:00,iniakul90403851,"Bendera merah putih berhasil ditancapkan setelah melewati serangkaian perjalanan terjal. 
#PrestasiPrabowo… https://t.co/mblIoHWldv",,"['bendera', 'merah', 'putih', 'hasil', 'tancap', 'lewat', 'rangkai', 'jalan', 'terjal', 'prestasiprabowo', 'https', 't', 'co', 'mbliohwldv']"
953,2023-03-19 08:29:56+00:00,iniakul90403851,"Momen yang terjadi pada 26 April 1997 ini diprakarsai oleh Prabowo Subianto. 
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['momen', 'jadi', '26', 'april', '1997', 'prakarsa', 'prabowo', 'subianto', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
